code	producer_product_id	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_gl	product_name_it	product_name_nl	product_name_no	product_name_pt	generic_name_es	generic_name_fr	generic_name_it	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_es	origin_fr	origin_nl	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_el	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_gl	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	oleic-acid_value	oleic-acid_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	starch_value	starch_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	zinc_value	zinc_unit	iodine_value	iodine_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	preparation_es	preparation_fr	preparation_it	preparation_nl	nutriscore_score_producer	nutriscore_grade_producer	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:environmental_score_grade	off:environmental_score_score	off:environmental_score_data.missing_key_data	off:environmental_score_data.agribalyse.code	off:environmental_score_data.adjustments.origins_of_ingredients.value	off:environmental_score_data.adjustments.packaging.value	off:environmental_score_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:environmental_score_data.adjustments.production_system.value	off:environmental_score_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
8431876247442		es			Base de pizza sin gluten							Masa para pizza precocida sin gluten a base de almidón de maíz					250 g (2 x 125 g)	62.5 g	Plástico, Atmósfera protectora	en:plastic,en:protective-gas	Carrefour	carrefour		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough	Sin gluten, Crossed Grain Trademark, Punto Verde, Sin lactosa, FACE	en:no-gluten,en:crossed-grain-trademark,en:green-dot,en:no-lactose,es:face	España	en:spain	Carrefour	carrefour	0							Barcelona,España	barcelona,espana				R.G.S.E.A.A.: 20.046285/B	r-g-s-e-a-a-20-046285-b				Almidón de maíz, agua, azúcar, margarina [grasas vegetales (palma, coco), agua, aceite vegetal de girasol, emulgente (monoglicéridos y diglicéridos de ácidos grasos), acidulante (ácido cítrico), conservador (sorbato potásico), aromas, colorante (carotenos)], espesante (goma xantana), emulgente (ésteres monoacetil y diacetil tartáricos de monoglicéridos y diglicéridos de ácidos grasos), levadura, sal, conservador (propionato sódico), gasificantes (difosfato disódico, bicarbonato de sodio), antioxidante (ácido ascórbico).						Huevos	en:eggs	Huevos	en:eggs		100g	100g	1346	kJ	319	kcal	6.9	g	3.8	g	61	g	9.6	g	4.6	g	1	g	1.5	g	0.6	g	0	% vol	1346	kJ																																							0	g					en:plastic																											en:cereals-and-potatoes	en:cereals-and-potatoes	4	en:4-ultra-processed-food-and-drink-products	d	14																App - yuka, Apps, Producers, Producer - carrefour-espana
3560071003661	14886	es			Masa para empanada	Pâte pour empanada						Masa para empanada lista para desenrollar.	"Pâte pour empanada prête à dérouler."				280 g				Carrefour	carrefour		"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta, Masa de hojaldre, Aliments d'origine végétale, Aliments et boissons à base de végétaux, Céréales et dérivés, Céréales et pommes de terre, Masa quebrada, Pâtes à tarte"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough,en:puff-pastry-sheets,es:aliments-d-origine-vegetale,es:aliments-et-boissons-a-base-de-vegetaux,es:cereales-et-derives,es:cereales-et-pommes-de-terre,es:masa-quebrada,es:pates-a-tarte	Ecológico, Nutriscore, Nutriscore D	en:organic,en:nutriscore,en:nutriscore-grade-d	Francia, España	en:france,en:spain	Carrefour	carrefour	0				Este producto se fabrica en Francia a partir de trigo producido en la Unión Europea.					Fabricado en Francia por Cérélia - EMB 88516A - para Interdis.								Harina de trigo 57%, agua, grasa de palma* 10.3%, aceite de oliva virgen extra, aceite de colza, azúcar, alcohol etílico, sal, zumo de limón concentrado.	Farine de _blé_ 57%, eau, graisse de palme 10.3%, huile d'olive vierge extra, huile de colza, sucre, alcool éthylique, sel, jus de citron concentré.					Gluten	en:gluten	Ninguno	en:none		100g	100g	1612	kJ	385	kcal	19	g	7.2	g	44	g	3	g	1.2	g	5.8	g	1	g	0.4	g			1612	kJ																																							0	g																	"Conservar entre 0°C y +6°C. 
Fecha de caducidad: / N° de lote: ver en el envoltorio superior.
Utilizar la masa enseguida una vez abierto el envase y consumirla una vez cocinada."	"A conserver entre 0°C et +6°C. 
A consommer jusqu'au : / N° de lot : voir sur le film supérieur.
Utilisez votre pâte dès l'ouverture, et consommez-la après cuisson."			"Utilización:
1- Precalentar el horno a 200ºC durante 15 minutos.
2- Colocar la masa con el papel sulfurizado directamente sobre la bandeja del horno.
3- Rellenar la mitad de la masa con la guarnición deseada, doblar y cerrar los bordes.
4- Recortar un agujero de 1 cm de diámetro en el centro y cocinar hasta obtener una coloración dorada (20-30 minutos).
5- Retirar el producto del horno, cortar en 6 porciones y servir caliente."	"Conseils d'utilisation: 
1-Préchauffez le four à 200°C (Thermostat 6/7) pendant 15 minutes.
2-Mettez la pâte et son papier sulfurisé directement sur la plaque de cuisson. 
3-Remplissez la moitié de la pâte avec la garniture souhaitée, pliez et fermez les bords.
4-Coupez un trou de 1cm de diamètre au centre et faites cuire jusqu'à obtenir une coloration dorée (20-30 minutes).
5-Retirez le produit du four, coupez en 6 portions et servez chaud."			14	d	Interdis - TSA 91431 - 91343 MASSY Cedex - France	Interdis - TSA 91431 - 91343 MASSY Cedex - France				en:cereals	en:cereals-and-potatoes,en:cereals	3	en:3-processed-foods	d	15	d	33	1	23422	-5	-15		0	-10							Producer - Carrefour, Producers, App - Yuka, Apps, Producer - carrefour-espana
3560071092788	16251	es			Prosciutto	Proscuitto						Pizza de masa fina con jamón cocido ahumado, edam y mozzarella - Producto precocinado ultracongelado.	Pizza pâte fine au jambon cuit choix fumé, édam et mozzarella - Surgelée.				330 g				Carrefour	carrefour		Congelados, Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, Pizza y tartas congeladas, Pizzas congeladas	en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas	Nutriscore	en:nutriscore	Francia, España	en:france,en:spain	Carrefour	carrefour	0									Fabricado por Freiberger para EMB 69194C para Interdis.	Fabriqué par Freiberger pour EMB 69194C pour Interdis.		EMB 69194C	emb-69194c				"Harina de _trigo_, puré de tomate, jamón cocido ahumado 13,9% (carne de cerdo, sal, dextrosa, azúcar, antioxidantes: ascorbato sódico y extractos de romero, conservador: nitrito sódico, ahumado natural), agua, _edam_ 7%, _mozzarella_ 7%, aceite de colza, levadura, sal, azúcar, ajo, _queso_ de pasta dura, _nata_ fresca, plantas aromáticas, especias, almidones, proteínas de _trigo_, almidón de _trigo_.
Puede contener trazas de apio.
Esta pizza se ha preparado con 185g de masa y 190g de guarnición."	"Farine de _blé_, purée de tomates, jambon cuit choix fumé 13,9% (viande de porc, sel, dextrose, sucre, antioxydants : ascorbate de sodium et extraits de romarin, conservateur : nitrite de sodium, fumée naturelle), eau, _édam_ 7%, _mozzarella_ 7%, huile de colza, levure, sel, sucre, ail, _fromage_ à pâte dure, crème fraîche, plantes aromatiques, épices, amidons, protéines de _blé_, amidon de _blé_.
Peut contenir des traces de céleri.
Cette pizza a été préparée avec 185g de pâte et 190g de garniture."					Gluten, Leche, Edam, Mozzarella	en:gluten,en:milk,en:milk,en:milk	Apio	en:celery		100g	100g	998	kJ	238	kcal	11	g	2.9	g	23	g	2.9	g	2.4	g	11	g	1.1	g	0.44	g			998	kJ																																																									"Consumir preferentemente antes de la fecha indicada en el lateral del envase. Conservar 24 horas en el frigorífico, 3 días en el congelador del frigorífico y hasta la fecha de durabilidad mínima en un congelador *** a -18ºC.
ATENCIÓN, NO VOLVER A CONGELAR UNA VEZ DESCONGELADO."	"À consommer de préférence avant la date indiquée sur le côté de l'emballage. À conserver 24 heures au réfrigérateur, 3 jours dans le compartiment à glace du réfrigérateur et jusqu'à la date de durabilité minimale dans un congélateur*** à -18°C.
ATTENTION, NE PAS RECONGELER APRÈS DÉCONGÉLATION."			"En el horno:
1. Precalentar el horno a 225°C para un horno tradicional o a 200ºC para un horno de convección.
2. Sacar la pizza del envase de cartón y retirar el envoltorio plástico de protección.
3. Colocar la pizza en la rejilla del horno a media altura y hornearla durante aproximadamente 10-12 minutos.
4. La pizza estará lista cuando el queso esté totalmente fundido y los bordes dorados."	"Au four : 
1. Préchauffez votre four à 225°C pour un four à chaleur traditionnelle ou à 200°C pour un four à chaleur tournante.
2. Retirez la pizza de son étui carton et enlevez le film plastique de protection.
3. Placez la pizza surgelée sur la grille de cuisson à mi-hauteur du four et laissez-la cuire pendant environ 10 à 12 minutes.
4. La pizza est prête à être servie lorsque le fromage est bien fondu et le bord bien doré."					Interdis - TSA 91431 - 91343 MASSY Cedex - France	Interdis - TSA 91431 - 91343 MASSY Cedex - France				en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches	4	en:4-ultra-processed-food-and-drink-products	c	7	unknown		1		-5	-15		0								Producer - Carrefour, Producers, App - Yuka, Apps, Producer - carrefour-espana
3435630630599		es			Masa filo												250 g				Hacendado	hacendado		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough	Halal, Kosher	en:halal,en:kosher	España	en:spain			0																												100g	100g			290	kcal	1.1	g	0.2	g	60	g	4	g			9	g	0.75	g	0.3	g			290	kcal																																																																								en:cereals	en:cereals-and-potatoes,en:cereals		unknown	c	4																App - elcoco, Apps, App - yuka, App - El CoCo
8410239454666		es			Obleas para empanadillas													10			buitoni	buitoni		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta, Masa de hojaldre	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough,en:puff-pastry-sheets			España	en:spain			0																												serving	100g									4.8	g																																																																																						en:cereals	en:cereals-and-potatoes,en:cereals		unknown	unknown		d	43	1	23422	-5	-15		0								App - elcoco, Apps, App - El CoCo, App - smoothie-openfoodfacts
7613035635647		es			Masa de hojaldre sin gluten y sin lactosa												280 g	46.6g			Buitoni	buitoni				Sin gluten, Sin lactosa	en:no-gluten,en:no-lactose	España	en:spain	amazon prime now	amazon-prime-now	0																												100g	100g			164	kcal	9.1	g	4.2	g	17	g	0.5	g	1.8	g	1.2	g	0.5	g	0.2	g			164	kcal																																																																											unknown	unknown		unknown		1		-5	-15		0								App - off, Apps
3461180369023		es			Pan de nueces con masa madre																			Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			España	en:spain			0																												100g	100g			266	kcal	5.5	g	0.6	g	44	g	1.2	g			8.5	g	1.1	g	0.44	g			266	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread		unknown	c	5																App - elcoco, Apps, App - yuka, App - El CoCo
8480012023525		es			Masa pizza extra fina																Eliges	eliges		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough			España	en:spain			0																												100g	100g			280	kcal	6.5	g	0.9	g	46	g	1	g			7.1	g	1.6	g	0.64	g			280	kcal																																																																								en:cereals-and-potatoes	en:cereals-and-potatoes		unknown	c	8																App - elcoco, Apps, App - yuka, App - El CoCo
8480000633385		es			Pizza masa fina fajita																Hacendado	hacendado		Congelados, Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, Pizza y tartas congeladas, Pizzas congeladas	en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas			España	en:spain			0																												100g	100g			208	kcal	6.9	g	3.1	g	25.7	g	3.7	g			10.8	g	1.4	g	0.56	g			208	kcal																																																																								en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches		unknown	d	12																App - yuka, Apps, App - El CoCo
8480010242744		es			Masa de pizza												260 g	87 g			Eroski	eroski		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough	Punto Verde, Nutriscore, Nutriscore C, Recicla-amarillo, Recicla-azul	en:green-dot,en:nutriscore,en:nutriscore-grade-c,es:recicla-amarillo,es:recicla-azul	España	en:spain	Eroski	eroski	0							España	espana									Harina de_ trigo_, agua, aceite de girasol, alcohol etílico, gasificantes (difosfato disódico (E-450i), carbonato ácido de sodio (E-500ii)), aceite de oliva, gluten de _trigo_, sal, emulgente (mono  y diglicéridos de ácidos grasos (E-471)), dextrosa, almidón de _trigo_, levadura y antioxidante (ácido ascórbico (E-300))						Gluten	en:gluten				100g	100g	1177	kJ	279	kcal	4.9	g	1	g	48	g	3.1	g	1.5	g	7.8	g	1.9	g	0.76	g			1177	kJ																																											1	en:packet	en:plastic	en:recycle-with-plastics-metal-and-bricks			1	es:Bandeja	es:Cartón	en:recycle-in-paper-bin																				en:cereals-and-potatoes	en:cereals-and-potatoes	4	en:4-ultra-processed-food-and-drink-products	d	12																App - yuka, Apps, App - elcoco, App - El CoCo, App - smoothie-openfoodfacts
8430791000019		es			Masa prehorneada para pizza																Restaurantes Cambalache	restaurantes-cambalache		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:bakery-products,en:pizza-dough			España	en:spain			0																												100g	100g			299	kcal	6.5	g	0.85	g	52.6	g	2.6	g			7.4	g	0.69	g	0.276	g			299	kcal																																																																								en:cereals-and-potatoes	en:cereals-and-potatoes		unknown	c	3																App - yuka, Apps, App - El CoCo
8437008021362		es			Palmeras de masa hojaldrada sin gluten												120 g				Airos	airos				Sin gluten, Punto Verde, Sin lactosa, Sin trigo	en:no-gluten,en:green-dot,en:no-lactose,en:no-wheat	España	en:spain			0																												100g	100g			522	kcal	30	g	17	g	60	g	30	g			0.8	g	1	g	0.4	g			522	kcal																																																																											unknown	unknown		unknown		1		-5	-15		0								App - yuka, Apps
8480017078841		es			Pizza masa fina de jamón y queso																Dia	dia		Productos a base de carne, Congelados, Comidas preparadas, Pizzas - empanadas y quiches, Comidas con carne, Pizzas, Comidas con cerdo, Pizza y tartas congeladas, Pizzas congeladas, Pizza con jamón y queso	en:meats-and-their-products,en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:meals-with-meat,en:pizzas,en:pork-meals,en:frozen-pizzas-and-pies,en:frozen-pizzas,en:pizza-with-ham-and-cheese	Punto Verde	en:green-dot	España	en:spain			0																	Harina de trigo, salsa de tomate (puré de tomate, agua, azúcar, aceite de girasol, sal, almidón modificado, aceite de oliva, especias), jamón cocido (14%) (jamón de cerdo, agua, sal, azúcar, aromas, estabilizantes (E451, E420(i), carragenanos), antioxidantes (E316, E331), agua, queso Edam (8,5%), queso Mozzarella (5,5%), aceite de girasol, sal, leche en polvo, levadura, almidón modificado, azúcar, especias, plantas aromáticas. Puede contener trazas de pescado y mostaza.						Gluten, Leche	en:gluten,en:milk	Pescado, Mostaza	en:fish,en:mustard		100g	100g			200	kcal	6.3	g	2.9	g	26.2	g	2.8	g			9.1	g	1.19	g	0.476	g			200	kcal																																																																								en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches	4	en:4-ultra-processed-food-and-drink-products	c	7	d	40	1	25435	-5	-15		0								App - yuka, Apps, App - smoothie-openfoodfacts
3560071082383	16255	es			Pollo	Poulet						Pizza de masa fina con pechuga de pollo asada, mozzarella, queso y cebolla - Producto precocinado ultracongelado.	Pizza pâte fine au blanc de poulet rôti, mozzarella, fromage, et oignons - Surgelée.				335 g				Carrefour	carrefour		Productos a base de carne, Congelados, Comidas preparadas, Carnes, Pollo y sus productos, Pizzas - empanadas y quiches, Aves, Pizzas, Pollo, Pizza y tartas congeladas, Pizza de pollo, Pizzas congeladas	en:meats-and-their-products,en:frozen-foods,en:meals,en:meats,en:chicken-and-its-products,en:pizzas-pies-and-quiches,en:poultries,en:pizzas,en:chickens,en:frozen-pizzas-and-pies,en:chicken-pizza,en:frozen-pizzas	Nutriscore, Nutriscore B	en:nutriscore,en:nutriscore-grade-b	Francia, España	en:france,en:spain	Carrefour	carrefour	0																	"Harina de _trigo_, puré de tomate, pechuga de pollo en salmuera y asada 8,8% (pechuga de pollo 8,6%, dextrosa, almidón, sal), _mozzarella_ 7,5%, _queso_ 7,5%, agua, aceite de colza, cebolla 2,9%, aceite de oliva, levadura, plantas aromáticas, espinacas 0,7%, azúcar, sal, especias, ajo, almidón, almidón de _trigo_, proteínas de _trigo_.
Puede contener trazas de apio.
Esta pizza se ha preparado con 185g de masa y 195g de guarnición."	"Farine de _blé_, purée de tomates, blanc de poulet traité en salaison et rôti 8,8% (blanc de poulet 8,6%, dextrose, amidon, sel), _mozzarella_ 7,5%, _fromage_ 7,5%, eau, huile de colza, oignons 2,9%, huile d'olive, levure, plantes aromatiques, épinard 0,7%, sucre, sel, épices, ail, amidon, amidon de _blé_, protéines de _blé_.
Peut contenir des traces de céleri.
Cette pizza a été préparée avec 185g de pâte et 195g de garniture."					Gluten, Leche, Mozzarella	en:gluten,en:milk,en:milk	Apio	en:celery		100g	100g	968	kJ	231	kcal	10	g	2.9	g	23	g	1.9	g	1.9	g	10	g	0.95	g	0.38	g			968	kJ																																																									"Consumir preferentemente antes de la fecha indicada en el lateral del envase. Conservar 24 horas en el frigorífico, 3 días en el congelador del frigorífico y hasta la fecha de durabilidad mínima en un congelador*** a -18ºC.
ATENCIÓN, NO VOLVER A CONGELAR UNA VEZ DESCONGELADO."	"À consommer de préférence avant la date indiquée sur le côté de l'emballage. À conserver 24 heures au réfrigérateur, 3 jours dans le compartiment à glace du réfrigérateur et jusqu'à la date de durabilité minimale dans un congélateur*** à -18°C.
ATTENTION, NE PAS RECONGELER APRÈS DÉCONGÉLATION."			"En el horno:
1. Precalentar el horno a 225°C para un horno tradicional o a 200ºC para un horno de convección.
2. Sacar la pizza del envase de cartón y retirar el envoltorio plástico de protección.
3. Colocar la pizza en la rejilla del horno a media altura y hornearla durante aproximadamente 10-12 minutos.
4. La pizza estará lista cuando el queso esté totalmente fundido y los bordes dorados."	"Au four : 
1. Préchauffez votre four à 225°C pour un four à chaleur traditionnelle ou à 200°C pour un four à chaleur tournante.
2. Retirez la pizza de son étui carton et enlevez le film plastique de protection.
3. Placez la pizza surgelée sur la grille de cuisson à mi-hauteur du four et laissez-la cuire pendant environ 10 à 12 minutes.
4. La pizza est prête à être servie lorsque le fromage est bien fondu et le bord bien doré."					Interdis - TSA 91431 - 91343 MASSY Cedex - France	Interdis - TSA 91431 - 91343 MASSY Cedex - France				en:poultry	en:fish-meat-eggs,en:meat,en:poultry	4	en:4-ultra-processed-food-and-drink-products	c	4	d	43	1	26272	-5	-15		0								App - yuka, Apps, Producers, Producer - carrefour, Producer - carrefour-espana
8421691434813		es			Masa rectangular hojaldre												230 g	100g	Plástico, en:container	en:plastic,en:container	Alipende	alipende		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough	Punto Verde	en:green-dot	España	en:spain			0																	Harina de trigo, grasas y aceites vegetales de palma y girasol, agua, alcohol etílico, sal, zumo de limón concentrado, agente de tratamiento de la harina (L-cisteína). _Puede contener trazas de leche._						Gluten, Leche	en:gluten,en:milk	Leche	en:milk		100g	100g			403	kcal	24.4	g	11.4	g	36.3	g	0.8	g	1	g	5.6	g	0.92	g	0.368	g			403	kcal																																													en:plastic																											en:cereals	en:cereals-and-potatoes,en:cereals	3	en:3-processed-foods	e	19																App - yuka, Apps, App - Open Food Facts
8414807545107		es			Barra de Pan Masa Madre																Consum	consum		Pan-y-reposteria	es:pan-y-reposteria			España	en:spain	Consum	consum	0																												100g	100g			284	kcal	1.8	g	0.5	g	55	g	2.2	g			10	g	1.23	g	0.492	g			284	kcal																																																																											unknown	c	5																App - yuka, Apps, App - El CoCo
8480024814319		es			Masa para empanadas												280 g		Plástico	en:plastic	Alteza	alteza		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough	Sostenible, Aceite de Palma Sostenible	en:sustainable,en:sustainable-palm-oil	España	en:spain	Lupa, Alteza	lupa,alteza	0							Liévin,Francia	lievin,francia									Harina de _trigo_, agua, grasa de palma, aceite de palma, aceite de nabina, aceite de oliva, azúcar, alcohol etílico, sal, zumo de limón (concentrado).						Gluten	en:gluten				100g	100g			370	kcal	19.2	g	7.2	g	43.6	g	3	g			5.8	g	1	g	0.4	g			370	kcal																																													en:plastic																											en:cereals	en:cereals-and-potatoes,en:cereals	3	en:3-processed-foods	d	15																App - yuka, Apps
24052559		es			Masa de pizza																Mamma Mancini	mamma-mancini		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, Productos de panadería, Masa De Pizza	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:bakery-products,en:pizza-dough			España	en:spain			0												EMB 62510	emb-62510															100g	100g			280	kcal	6.5	g	0.9	g	45.6	g	1	g			7.1	g	1.56	g	0.624	g			280	kcal																																																																								en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches		unknown	c	8																App - yuka, Apps, App - El CoCo
8480017204172		es			Pizza caprese masa fina																Dia	dia		Congelados, Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, Pizza y tartas congeladas, Pizzas congeladas	en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas			España	en:spain			0																												100g	100g			237	kcal	10.9	g	4.6	g	24.7	g	2.8	g			9.3	g	1.22	g	0.488	g			237	kcal																																																																								en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches		unknown	d	12																App - yuka, Apps, App - El CoCo
20867478		es			Masa Filo																			Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough			España	en:spain			0																												100g	100g			302	kcal	1.2000000476837	g	0	g	64	g	6	g			8	g	1.7599999904633	g	0.70399999618532	g			302	kcal																																																																								en:cereals	en:cereals-and-potatoes,en:cereals		unknown	d	12																App - yuka, Apps, App - El CoCo
8414807530431		es			Masa de hojaldre redonda							Masa hojaldre					230g		Envase en cartón	es:envase-en-carton	Consum	consum		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta, Masa de hojaldre	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough,en:puff-pastry-sheets	Punto Verde	en:green-dot	España	en:spain	Consum	consum	0							Spain	spain									Harina de _trigo_ (_gluten_), materia grasa vegetal (grasa de palma, aceite de girasol), agua, alcohol etílico, sal, zumo de limón concentrado, agente de tratamiento de la harina (L-cisteina). Puede contener trazas de leche.						Gluten	en:gluten	Leche	en:milk		100g	100g	1648	kJ	395	kcal	23.4	g	10.7	g	36.5	g	0.8	g	1.1	g	5.9	g	0.96	g	0.384	g			1648	kJ																																																																								en:cereals	en:cereals-and-potatoes,en:cereals	3	en:3-processed-foods	d	18																App - yuka, Apps, App - El CoCo, App - Open Food Facts
8412088001572		es			Masa para empanadillas y pestiños																Solempa	solempa		Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Masa de tarta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough			España	en:spain			0																												100g	100g			312	kcal	8.1	g	2.7	g	51	g	1	g			8.8	g	0.3	g	0.12	g			312	kcal																																																																								en:cereals	en:cereals-and-potatoes,en:cereals		unknown	c	3																App - yuka, Apps
8413760010707		es			Panettone chocolate masa madre																el pequeño molino	el-pequeno-molino		Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Brioche, Panettone	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:brioches,en:panettone			España	en:spain			0																												100g	100g			364	kcal	13	g	5.9	g	53	g	20	g			7.4	g	0.35	g	0.14	g			364	kcal																																																																								en:pastries	en:sugary-snacks,en:pastries		unknown	d	15																App - yuka, Apps
